organism,strain,parameter,unit,direction,low_threshold,low_state,optimal_low,optimal_high,normal_state,high_threshold,high_state,gem_reaction,gem_model,reaction_type,notes,source_type,citation,confidence,resolution_note
NS0,(base),pH,,indicator,6.8,acidosis,6.8,7.1,optimal,7.4,alkalosis,ATPM,iNS0_1091,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Omasa et al. 2010 J Biosci Bioeng,MEDIUM,
NS0,(base),temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.0,heat_stress,TEMP_SHIFT,iNS0_1091,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,domain_knowledge,Standard mammalian 37C; NS0-specific temp shift data limited,MEDIUM,NS0 temperature thresholds inherited from standard mammalian 37C culture. Cold shift (33-35C) less effective for NS0 than CHO for productivity boost (limited published evidence). Recommend process-specific validation.
NS0,(base),titer,g/L,product,0.3,low_production,0.3,1.5,on_track,3.0,high_producing,IgG_production,iNS0_1091,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=g/L,domain_knowledge,NS0 typically lower yielding than CHO; process-specific,MEDIUM,
NS0,(base),viability,%,indicator,70.0,critical,70.0,88.0,healthy,95.0,excellent,APOPTOSIS,iNS0_1091,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,NS0 cholesterol auxotrophy limits recovery; threshold extrapolated,MEDIUM,"Viability threshold widened conservatively: low 75.0% -> 70.0%. Viability measurement varies by method (trypan blue, flow cytometry, LDH release). Recommend validating against site-specific assay and harvest criteria."
P. pastoris,(base),CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,18.0,high_respiration,FDH,iMT1026v3,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_respiration; direction=byproduct; unit=%,literature,Cos et al. 2006 (CER/RQ for methanol phase),MEDIUM,
P. pastoris,(base),DO,%,substrate,15.0,hypoxic,15.0,30.0,optimal,70.0,excess,CYOOm,iMT1026v3,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Cos et al. 2006 Biotechnol Bioeng (AOX O2 demand),HIGH,
P. pastoris,(base),O2,%,substrate,12.0,high_OUR,12.0,17.0,balanced,21.0,low_demand,AOX,iMT1026v3,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Cos et al. 2006 (highest OUR of any bioprocess),HIGH,
P. pastoris,(base),OD600,OD,output,50.0,low_density,50.0,200.0,induction_ready,400.0,ultra_high_density,BIOMASS_Pp,iMT1026v3,custom_exchange,low_state=low_density; normal_state=induction_ready; high_state=ultra_high_density; direction=output; unit=OD,literature,Cos et al. 2006; Potvin et al. 2012 (OD 200-500),HIGH,
P. pastoris,(base),agitation,rpm,control,300.0,poor_mixing,300.0,700.0,optimal,1200.0,extreme,kLa,iMT1026v3,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=extreme; direction=control; unit=rpm,literature,Cos et al. 2006; Potvin et al. 2012 (high-density kLa),MEDIUM,
P. pastoris,(base),ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMT1026v3,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,domain_knowledge,Pichia nitrogen; limited organism-specific threshold studies,MEDIUM,Pichia ammonia thresholds based on general yeast nitrogen assimilation. NH4+ is primary N source for Pichia; 10 mM working concentration standard. Upper toxicity threshold (30 mM) conservative; Pichia more tolerant than mammalian cells. Validate for your strain and pH setpoint.
P. pastoris,(base),ethanol,g/L,byproduct,0.2,optimal,0.2,1.0,moderate,3.0,overflow,ALCD2x,iMT1026v3,metabolic,low_state=optimal; normal_state=moderate; high_state=overflow; direction=byproduct; unit=g/L,literature,Cos et al. 2006 (Crabtree-negative overflow),MEDIUM,
P. pastoris,(base),glucose,g/L,substrate,0.5,depleted,0.5,3.0,optimal,8.0,excess,HEX1,iMT1026v3,metabolic,low_state=depleted; normal_state=optimal; high_state=excess; direction=substrate; unit=g/L,literature,Cos et al. 2006 Biotechnol Bioeng; Cereghino & Cregg 2000 FEMS,HIGH,
P. pastoris,(base),methanol,g/L,substrate_and_inducer,0.5,sub_induction,0.5,3.0,optimal,8.0,toxic,AOX,iMT1026v3,metabolic,low_state=sub_induction; normal_state=optimal; high_state=toxic; direction=substrate_and_inducer; unit=g/L,literature,Cos et al. 2006 Biotechnol Bioeng; Looser et al. 2015 Biotechnol Adv,HIGH,
P. pastoris,(base),pH,,indicator,5.0,acidic,5.0,6.2,optimal,6.8,above_optimum,EX_h_e,iMT1026v3,metabolic,low_state=acidic; normal_state=optimal; high_state=above_optimum; direction=indicator,literature,Cos et al. 2006 Biotechnol Bioeng; Potvin et al. 2012 Biotechnol Adv,HIGH,
P. pastoris,(base),temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,35.0,heat_stress,TEMP_CONTROL,iMT1026v3,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Cos et al. 2006; Looser et al. 2015,HIGH,
P. pastoris,(base),titer,g/L,product,0.5,low_expression,0.5,3.0,on_track,10.0,high_expression,RECPROT_secretion,iMT1026v3,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,literature,Cos et al. 2006; Looser et al. 2015 (secreted protein range),MEDIUM,
P. pastoris,(base),viability,%,indicator,65.0,critical,65.0,85.0,healthy,95.0,excellent,STRESS_RESPONSE,iMT1026v3,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Methanol toxicity viability; limited published thresholds,MEDIUM,"Viability threshold widened conservatively: low 70.0% -> 65.0%. Viability measurement varies by method (trypan blue, flow cytometry, LDH release). Recommend validating against site-specific assay and harvest criteria."
S. cerevisiae,(base),CO2,%,byproduct,2.0,low_metabolism,2.0,10.0,optimal,20.0,high_fermentation,PDC,iMM904,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=high_fermentation; direction=byproduct; unit=%,literature,Verduyn et al. 1992 (RQ/CER for Crabtree),MEDIUM,
S. cerevisiae,(base),DO,%,substrate,5.0,anaerobic,5.0,20.0,optimal,70.0,excess,CYOOm,iMM904,metabolic,low_state=anaerobic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Verduyn et al. 1992; van Dijken et al. 2000 Enzyme Microb Technol,HIGH,
S. cerevisiae,(base),O2,%,substrate,15.0,high_OUR,15.0,19.0,balanced,21.0,low_demand,CYOOm,iMM904,metabolic,low_state=high_OUR; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,van Dijken et al. 2000 Enzyme Microb Technol,MEDIUM,
S. cerevisiae,(base),OD600,OD,output,5.0,lag_or_slow,5.0,20.0,exponential,50.0,high_density,BIOMASS_SC5_notrace,iMM904,custom_exchange,low_state=lag_or_slow; normal_state=exponential; high_state=high_density; direction=output; unit=OD,literature,Castan et al. 2002 Biotechnol Bioeng,MEDIUM,
S. cerevisiae,(base),agitation,rpm,control,150.0,poor_mixing,150.0,400.0,optimal,700.0,high_shear,kLa,iMM904,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=high_shear; direction=control; unit=rpm,domain_knowledge,Yeast shear tolerant; foam is primary concern,MEDIUM,
S. cerevisiae,(base),ammonia,mM,substrate,1.0,nitrogen_limited,1.0,10.0,optimal,30.0,excess,GLNS,iMM904,metabolic,low_state=nitrogen_limited; normal_state=optimal; high_state=excess; direction=substrate; unit=mM,literature,ter Schure et al. 2000 FEMS Microbiol Rev (NCR),HIGH,
S. cerevisiae,(base),ethanol,g/L,byproduct,1.0,optimal,1.0,5.0,moderate,15.0,inhibitory,ALCD2x,iMM904,metabolic,low_state=optimal; normal_state=moderate; high_state=inhibitory; direction=byproduct; unit=g/L,literature,Verduyn et al. 1992 Yeast; Ingledew 1999 ethanol tolerance,HIGH,
S. cerevisiae,(base),glucose,g/L,substrate,0.5,carbon_limited,0.5,5.0,optimal,15.0,crabtree_overflow,HEX1,iMM904,metabolic,low_state=carbon_limited; normal_state=optimal; high_state=crabtree_overflow; direction=substrate; unit=g/L,literature,Verduyn et al. 1992 Yeast; De Deken 1966 J Gen Microbiol,HIGH,
S. cerevisiae,(base),pH,,indicator,4.5,very_acidic,4.5,5.5,optimal,6.5,high_for_yeast,EX_h_e,iMM904,metabolic,low_state=very_acidic; normal_state=optimal; high_state=high_for_yeast; direction=indicator,literature,Verduyn et al. 1992 Yeast; Castan et al. 2002 Biotechnol Bioeng,HIGH,
S. cerevisiae,(base),temperature,C,control,25.0,cold_shift,25.0,30.0,optimal,37.0,heat_stress,TEMP_CONTROL,iMM904,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,textbook,Morano et al. 2012 Genetics; Verduyn et al. 1992,HIGH,
S. cerevisiae,(base),titer,g/L,product,0.1,low_expression,0.1,0.5,on_track,2.0,high_expression,VLP_assembly,iMM904,custom_exchange,low_state=low_expression; normal_state=on_track; high_state=high_expression; direction=product; unit=g/L,domain_knowledge,VLP/antigen; product and promoter dependent,MEDIUM,"S. cerevisiae titer thresholds depend on product type (VLP, secreted protein, intracellular). VLP titres typically 0.1-2 g/L total protein equivalent. Intracellular products require cell lysis for quantification. Replace with product-specific assay thresholds."
S. cerevisiae,(base),viability,%,indicator,65.0,critical,65.0,85.0,healthy,96.0,excellent,STRESS_RESPONSE,iMM904,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Yeast autolysis; viability thresholds process-specific,MEDIUM,"Viability threshold widened conservatively: low 70.0% -> 65.0%. Viability measurement varies by method (trypan blue, flow cytometry, LDH release). Recommend validating against site-specific assay and harvest criteria."
Sp2/0,(base),CO2,%,byproduct,4.0,low_metabolism,4.0,10.0,optimal,14.0,hypercapnia,CS,iSp2_0,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,domain_knowledge,"Extrapolated from mammalian; CAVEAT: process-dependent, validate on-site",MEDIUM,"CO2 thresholds are CER-derived estimates. Absolute values depend on bioreactor headspace volume, sparge rate, and off-gas analyzer calibration. Use as relative trend indicator, not absolute setpoint. Validate against site-specific off-gas baseline."
Sp2/0,(base),DO,%,substrate,20.0,hypoxic,20.0,40.0,optimal,80.0,excess,COXE,iSp2_0,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,domain_knowledge,Hybridoma DO extrapolated; Sp2/0-specific limited,MEDIUM,Sp2/0 DO thresholds inherited from CHO/mammalian defaults. Hybridoma oxygen demand generally lower than CHO at equivalent density. Conservative thresholds appropriate; validate with your cell line.
Sp2/0,(base),O2,%,substrate,15.0,oxygen_depleted,15.0,18.0,balanced,21.0,low_demand,COXE,iSp2_0,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,domain_knowledge,"Extrapolated from mammalian off-gas; CAVEAT: assumes air inlet, validate analyzer calibration",MEDIUM,"O2 off-gas thresholds depend on inlet composition (air vs enriched O2), sparge rate, headspace pressure, and analyzer placement. Values assume standard air inlet (21% O2). Use OUR/CER ratio (RQ) for more reliable metabolic state assessment than absolute off-gas %."
Sp2/0,(base),VCD,e6/mL,output,2.0,slow_growth,2.0,6.0,exponential,12.0,peak_density,BIOMASS_sp20,iSp2_0,custom_exchange,low_state=slow_growth; normal_state=exponential; high_state=peak_density; direction=output; unit=e6/mL,literature,Ljunggren & Haggstrom 1994 Biotechnol Bioeng,MEDIUM,
Sp2/0,(base),agitation,rpm,control,60.0,poor_mixing,60.0,150.0,optimal,250.0,shear_risk,kLa,iSp2_0,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,Michaels et al. 1991 Biotechnol Bioeng (hybridoma shear),MEDIUM,
Sp2/0,(base),ammonia,mM,byproduct,2.0,optimal,2.0,4.5,moderate,6.0,toxic,GLNS,iSp2_0,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,literature,Ljunggren & Haggstrom 1994 Biotechnol Bioeng,MEDIUM,
Sp2/0,(base),glucose,g/L,substrate,1.5,flux_limited,1.5,4.0,optimal,7.0,overflow_risk,HEX1,iSp2_0,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Europa et al. 2000 Biotechnol Bioeng,MEDIUM,
Sp2/0,(base),lactate,g/L,byproduct,0.5,optimal,0.5,2.5,moderate,4.5,critical,LDH_L,iSp2_0,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,literature,Europa et al. 2000 Biotechnol Bioeng; Ljunggren & Haggstrom 1994,MEDIUM,
Sp2/0,(base),pH,,indicator,6.8,acidosis,6.8,7.2,optimal,7.4,alkalosis,ATPM,iSp2_0,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Ljunggren & Haggstrom 1994 Biotechnol Bioeng,MEDIUM,
Sp2/0,(base),temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.0,heat_stress,TEMP_SHIFT,iSp2_0,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,domain_knowledge,Standard mammalian 37C; hybridoma temp sensitivity,MEDIUM,Sp2/0 temperature thresholds from general hybridoma culture practice. Hybridomas historically more temperature-sensitive than CHO. Cold shift not commonly used for hybridoma production.
Sp2/0,(base),titer,g/L,product,0.2,low_production,0.2,0.8,on_track,2.0,high_producing,IgG_production,iSp2_0,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=g/L,domain_knowledge,Hybridoma mAb typically 0.1-2 g/L; process-specific,MEDIUM,
Sp2/0,(base),viability,%,indicator,55.0,critical,55.0,80.0,healthy,95.0,excellent,APOPTOSIS,iSp2_0,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,domain_knowledge,Hybridoma fragility; specific threshold data sparse,MEDIUM,"Viability threshold widened conservatively: low 60.0% -> 55.0%. Viability measurement varies by method (trypan blue, flow cytometry, LDH release). Recommend validating against site-specific assay and harvest criteria."
CHO,CHO-DG44,CO2,%,byproduct,5.0,low_metabolism,5.0,10.0,optimal,15.0,hypercapnia,CS,iCHO2291,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,literature,Gray et al. 1996 Cytotechnology; Goudar et al. 2006 Biotechnol Prog,MEDIUM,
CHO,CHO-DG44,DO,%,substrate,20.0,hypoxic,20.0,40.0,optimal,80.0,excess,COXE,iCHO2291,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-DG44,O2,%,substrate,15.0,oxygen_depleted,15.0,18.0,balanced,21.0,low_demand,COXE,iCHO2291,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng (off-gas analysis),MEDIUM,
CHO,CHO-DG44,VCD,e6/mL,output,4.0,slow_growth,4.0,12.0,exponential,25.0,peak_density,BIOMASS_cho,iCHO2291,custom_exchange,low_state=slow_growth; normal_state=exponential; high_state=peak_density; direction=output; unit=e6/mL,domain_knowledge,DG44 lower peak due to MTX amplification burden,MEDIUM,"Inherited from CHO base organism (confidence=HIGH). Strain-specific adjustment applied. Base citation: Huang et al. 2010 Biotechnol Bioeng. Strain delta verified by domain expertise, not independent publication."
CHO,CHO-DG44,agitation,rpm,control,100.0,poor_mixing,100.0,200.0,optimal,350.0,shear_risk,kLa,iCHO2291,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,Nienow et al. 2013 Biochem Eng J,MEDIUM,
CHO,CHO-DG44,ammonia,mM,byproduct,2.0,optimal,2.0,5.0,moderate,7.0,toxic,GLNS,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,domain_knowledge,DG44 ammonia sensitivity; limited comparative data,MEDIUM,"Inherited from CHO base organism (confidence=HIGH). Strain-specific adjustment applied. Base citation: Yang & Butler 2000 Biotechnol Bioeng; Chen & Bhargava 2011 Biotechnol Adv. Strain delta verified by domain expertise, not independent publication."
CHO,CHO-DG44,glucose,g/L,substrate,1.8,flux_limited,1.8,4.0,optimal,5.5,overflow_risk,HEX1,iCHO2291,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Urlaub & Chasin 1980 PNAS; Kaufman 1990 Methods Enzymol,MEDIUM,
CHO,CHO-DG44,lactate,g/L,byproduct,0.8,optimal,0.8,2.5,moderate,4.5,critical,LDH_L,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,domain_knowledge,DG44 higher glycolytic flux; 20-30% more lactate than K1,MEDIUM,"Inherited from CHO base organism (confidence=HIGH). Strain-specific adjustment applied. Base citation: Zagari et al. 2013 New Biotechnol; Luo et al. 2012 Biotechnol Bioeng. Strain delta verified by domain expertise, not independent publication."
CHO,CHO-DG44,pH,,indicator,6.9,acidosis,6.9,7.2,optimal,7.4,alkalosis,ATPM,iCHO2291,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Li et al. 2010 Biotechnol Bioeng; Trummer et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-DG44,temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.0,heat_stress,TEMP_SHIFT,iCHO2291,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Kaufmann et al. 1999 Biotechnol Bioeng; Yoon et al. 2003 Biotechnol Bioeng,HIGH,
CHO,CHO-DG44,titer,g/L,product,0.5,low_production,0.5,2.5,on_track,5.0,high_producing,IgG_production,iCHO2291,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=g/L,literature,Kaufman 1990 Methods Enzymol (DHFR-MTX amplification),MEDIUM,
CHO,CHO-DG44,viability,%,indicator,75.0,critical,75.0,90.0,healthy,95.0,excellent,APOPTOSIS,iCHO2291,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,regulatory,ICH Q5D; industry standard fed-batch harvest criteria,HIGH,
CHO,CHO-GS,CO2,%,byproduct,5.0,low_metabolism,5.0,10.0,optimal,15.0,hypercapnia,CS,iCHO2291,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,literature,Gray et al. 1996 Cytotechnology; Goudar et al. 2006 Biotechnol Prog,MEDIUM,
CHO,CHO-GS,DO,%,substrate,20.0,hypoxic,20.0,40.0,optimal,80.0,excess,COXE,iCHO2291,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-GS,O2,%,substrate,15.0,oxygen_depleted,15.0,18.0,balanced,21.0,low_demand,COXE,iCHO2291,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng (off-gas analysis),MEDIUM,
CHO,CHO-GS,VCD,e6/mL,output,4.0,slow_growth,4.0,14.0,exponential,28.0,peak_density,BIOMASS_cho,iCHO2291,custom_exchange,low_state=slow_growth; normal_state=exponential; high_state=peak_density; direction=output; unit=e6/mL,domain_knowledge,GS-CHO growth under MSX selection,MEDIUM,
CHO,CHO-GS,agitation,rpm,control,100.0,poor_mixing,100.0,200.0,optimal,350.0,shear_risk,kLa,iCHO2291,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,Nienow et al. 2013 Biochem Eng J,MEDIUM,
CHO,CHO-GS,ammonia,mM,byproduct,1.0,optimal,1.0,3.0,moderate,5.0,toxic,GLNS_knockout,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,literature,Bebbington et al. 1992 Bio/Technology; Barnes et al. 2001 Cytotechnology,HIGH,
CHO,CHO-GS,glucose,g/L,substrate,2.0,flux_limited,2.0,4.0,optimal,6.0,overflow_risk,HEX1,iCHO2291,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Altamirano et al. 2006 J Biotechnol; Glacken et al. 1988 Biotechnol Bioeng,HIGH,
CHO,CHO-GS,lactate,g/L,byproduct,0.5,optimal,0.5,1.8,moderate,3.5,critical,LDH_L,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,domain_knowledge,GS system cleaner metabolism; less lactate than DHFR,MEDIUM,
CHO,CHO-GS,pH,,indicator,6.9,acidosis,6.9,7.2,optimal,7.4,alkalosis,ATPM,iCHO2291,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Li et al. 2010 Biotechnol Bioeng; Trummer et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-GS,temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.0,heat_stress,TEMP_SHIFT,iCHO2291,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Kaufmann et al. 1999 Biotechnol Bioeng; Yoon et al. 2003 Biotechnol Bioeng,HIGH,
CHO,CHO-GS,titer,g/L,product,0.5,low_production,0.5,2.5,on_track,6.0,high_producing,IgG_production,iCHO2291,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=g/L,literature,Fan et al. 2012 Biotechnol Bioeng (GS-CHO system),MEDIUM,
CHO,CHO-GS,viability,%,indicator,75.0,critical,75.0,90.0,healthy,95.0,excellent,APOPTOSIS,iCHO2291,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,regulatory,ICH Q5D; industry standard fed-batch harvest criteria,HIGH,
CHO,CHO-K1,CO2,%,byproduct,5.0,low_metabolism,5.0,10.0,optimal,15.0,hypercapnia,CS,iCHO2291,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,literature,Gray et al. 1996 Cytotechnology; Goudar et al. 2006 Biotechnol Prog,MEDIUM,
CHO,CHO-K1,DO,%,substrate,20.0,hypoxic,20.0,40.0,optimal,80.0,excess,COXE,iCHO2291,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-K1,O2,%,substrate,15.0,oxygen_depleted,15.0,18.0,balanced,21.0,low_demand,COXE,iCHO2291,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng (off-gas analysis),MEDIUM,
CHO,CHO-K1,VCD,e6/mL,output,5.0,slow_growth,5.0,15.0,exponential,30.0,peak_density,BIOMASS_cho,iCHO2291,custom_exchange,low_state=slow_growth; normal_state=exponential; high_state=peak_density; direction=output; unit=e6/mL,literature,Huang et al. 2010 Biotechnol Bioeng,HIGH,
CHO,CHO-K1,agitation,rpm,control,100.0,poor_mixing,100.0,200.0,optimal,350.0,shear_risk,kLa,iCHO2291,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,Nienow et al. 2013 Biochem Eng J,MEDIUM,
CHO,CHO-K1,ammonia,mM,byproduct,2.0,optimal,2.0,5.0,moderate,8.0,toxic,GLNS,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,literature,Yang & Butler 2000 Biotechnol Bioeng; Chen & Bhargava 2011 Biotechnol Adv,HIGH,
CHO,CHO-K1,glucose,g/L,substrate,2.0,flux_limited,2.0,4.0,optimal,6.0,overflow_risk,HEX1,iCHO2291,metabolic,low_state=flux_limited; normal_state=optimal; high_state=overflow_risk; direction=substrate; unit=g/L,literature,Altamirano et al. 2006 J Biotechnol; Glacken et al. 1988 Biotechnol Bioeng,HIGH,
CHO,CHO-K1,lactate,g/L,byproduct,0.5,optimal,0.5,2.0,moderate,4.0,critical,LDH_L,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=critical; direction=byproduct; unit=g/L,literature,Zagari et al. 2013 New Biotechnol; Luo et al. 2012 Biotechnol Bioeng,HIGH,
CHO,CHO-K1,pH,,indicator,6.9,acidosis,6.9,7.2,optimal,7.4,alkalosis,ATPM,iCHO2291,metabolic,low_state=acidosis; normal_state=optimal; high_state=alkalosis; direction=indicator,literature,Li et al. 2010 Biotechnol Bioeng; Trummer et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-K1,temperature,C,control,35.0,cold_shift,35.0,37.0,optimal,38.0,heat_stress,TEMP_SHIFT,iCHO2291,control_placeholder,low_state=cold_shift; normal_state=optimal; high_state=heat_stress; direction=control; unit=C,literature,Kaufmann et al. 1999 Biotechnol Bioeng; Yoon et al. 2003 Biotechnol Bioeng,HIGH,
CHO,CHO-K1,titer,g/L,product,0.5,low_production,0.5,2.0,on_track,4.0,high_producing,IgG_production,iCHO2291,custom_exchange,low_state=low_production; normal_state=on_track; high_state=high_producing; direction=product; unit=g/L,domain_knowledge,Process-specific; typical CHO mAb range 1-10 g/L,MEDIUM,
CHO,CHO-K1,viability,%,indicator,75.0,critical,75.0,90.0,healthy,95.0,excellent,APOPTOSIS,iCHO2291,biological_state,low_state=critical; normal_state=healthy; high_state=excellent; direction=indicator; unit=%,regulatory,ICH Q5D; industry standard fed-batch harvest criteria,HIGH,
CHO,CHO-S,CO2,%,byproduct,4.0,low_metabolism,4.0,12.0,optimal,18.0,hypercapnia,CS,iCHO2291,metabolic,low_state=low_metabolism; normal_state=optimal; high_state=hypercapnia; direction=byproduct; unit=%,literature,Gray et al. 1996 Cytotechnology; Goudar et al. 2006 Biotechnol Prog,MEDIUM,
CHO,CHO-S,DO,%,substrate,25.0,hypoxic,25.0,45.0,optimal,80.0,excess,COXE,iCHO2291,metabolic,low_state=hypoxic; normal_state=optimal; high_state=excess; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng,HIGH,
CHO,CHO-S,O2,%,substrate,13.0,oxygen_depleted,13.0,17.0,balanced,21.0,low_demand,COXE,iCHO2291,metabolic,low_state=oxygen_depleted; normal_state=balanced; high_state=low_demand; direction=substrate; unit=%,literature,Restelli et al. 2006 Biotechnol Bioeng (off-gas analysis),MEDIUM,
CHO,CHO-S,VCD,e6/mL,output,20.0,below_setpoint,20.0,60.0,steady_state,100.0,ultra_high_density,BIOMASS_cho,iCHO2291,custom_exchange,low_state=below_setpoint; normal_state=steady_state; high_state=ultra_high_density; direction=output; unit=e6/mL,literature,Huang et al. 2010 Biotechnol Bioeng,HIGH,
CHO,CHO-S,agitation,rpm,control,80.0,poor_mixing,80.0,180.0,optimal,300.0,shear_risk,kLa,iCHO2291,control_placeholder,low_state=poor_mixing; normal_state=optimal; high_state=shear_risk; direction=control; unit=rpm,literature,Nienow et al. 2013 Biochem Eng J,MEDIUM,
CHO,CHO-S,ammonia,mM,byproduct,1.5,optimal,1.5,4.0,moderate,7.0,toxic,GLNS,iCHO2291,metabolic,low_state=optimal; normal_state=moderate; high_state=toxic; direction=byproduct; unit=mM,literature,Yang & Butler 2000 Biotechnol Bioeng; Chen & Bhargava 2011 Biotechnol Adv,HIGH,
